order_id,order_date,ship_date,ship_mode,customer_name,segment,state,country,market,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,shipping_cost,order_priority,year
US-2011-147774,21-01-2011,27-01-2011,Standard Class,Muhammed MacIntyre,Corporate,Tennessee,United States,US,South,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,67,1,0.7,-51.5154,3,Medium,2011
US-2011-147627,21-01-2011,27-01-2011,Standard Class,Hunter Lopez,Consumer,Arkansas,United States,US,South,OFF-EN-10001539,Office Supplies,Envelopes,Staples,23,3,0,10.9698,2.6,Medium,2011
US-2011-147627,21-01-2011,27-01-2011,Standard Class,Hunter Lopez,Consumer,Arkansas,United States,US,South,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",39,4,0,11.58,2.57,Medium,2011
CA-2011-167927,21-01-2011,27-01-2011,Standard Class,Xylona Preis,Consumer,Michigan,United States,US,Central,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,30,5,0,13.365,1.98,Medium,2011
US-2011-147627,21-01-2011,27-01-2011,Standard Class,Hunter Lopez,Consumer,Arkansas,United States,US,South,OFF-AR-10002375,Office Supplies,Art,Newell 351,23,7,0,6.6584,1.22,Medium,2011
CA-2011-167927,21-01-2011,27-01-2011,Standard Class,Xylona Preis,Consumer,Michigan,United States,US,Central,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",19,5,0,8.9535,1.21,Medium,2011
CA-2011-167927,21-01-2011,27-01-2011,Standard Class,Xylona Preis,Consumer,Michigan,United States,US,Central,OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,14,1,0,4.0542,1.14,Medium,2011
CA-2011-148614,21-01-2011,26-01-2011,Standard Class,Mark Van Huff,Consumer,California,United States,US,West,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",19,2,0,9.2928,0.94,Medium,2011
CA-2011-167927,21-01-2011,27-01-2011,Standard Class,Xylona Preis,Consumer,Michigan,United States,US,Central,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,15,3,0,4.8609,0.71,Medium,2011
CA-2011-148614,21-01-2011,26-01-2011,Standard Class,Mark Van Huff,Consumer,California,United States,US,West,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19,2,0,5.79,0.64,Medium,2011
US-2011-147627,21-01-2011,27-01-2011,Standard Class,Hunter Lopez,Consumer,Arkansas,United States,US,South,OFF-AR-10003811,Office Supplies,Art,Newell 327,7,3,0,1.7901,0.47,Medium,2011
CA-2011-110422,22-01-2011,24-01-2011,Second Class,Tom Boeckenhauer,Consumer,Florida,United States,US,South,FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle,25,3,0.2,4.1028,3.64,Critical,2011
CA-2011-102645,24-01-2011,29-01-2011,Standard Class,Ionia McGrath,Consumer,Nevada,United States,US,West,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,40,6,0,19.2384,4.31,Medium,2011
CA-2011-146997,24-01-2011,28-01-2011,Standard Class,Speros Goranitis,Consumer,Indiana,United States,US,Central,OFF-FA-10003467,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",6,3,0,0,0.95,High,2011
CA-2011-167997,27-01-2011,30-01-2011,First Class,Carol Adams,Corporate,South Dakota,United States,US,Central,FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",142,2,0,39.7488,24.59,High,2011
US-2011-155502,27-01-2011,1/2/2011,Standard Class,Shirley Daniels,Home Office,Virginia,United States,US,South,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",490,8,0,0,21.48,Medium,2011
US-2011-155502,27-01-2011,1/2/2011,Standard Class,Shirley Daniels,Home Office,Virginia,United States,US,South,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,188,2,0,52.6344,17.66,Medium,2011
US-2011-155502,27-01-2011,1/2/2011,Standard Class,Shirley Daniels,Home Office,Virginia,United States,US,South,TEC-PH-10004833,Technology,Phones,Macally Suction Cup Mount,155,13,0,0,11.95,Medium,2011
US-2011-155502,27-01-2011,1/2/2011,Standard Class,Shirley Daniels,Home Office,Virginia,United States,US,South,FUR-FU-10004587,Furniture,Furnishings,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",63,3,0,30.7818,6.15,Medium,2011
US-2011-155502,27-01-2011,1/2/2011,Standard Class,Shirley Daniels,Home Office,Virginia,United States,US,South,OFF-PA-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",19,3,0,9.3312,1.53,Medium,2011
CA-2011-167997,27-01-2011,30-01-2011,First Class,Carol Adams,Corporate,South Dakota,United States,US,Central,OFF-BI-10001758,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,11,2,0,5.0196,1.39,High,2011
US-2011-155502,27-01-2011,1/2/2011,Standard Class,Shirley Daniels,Home Office,Virginia,United States,US,South,OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",17,2,0,8.34,1.13,Medium,2011
US-2011-155502,27-01-2011,1/2/2011,Standard Class,Shirley Daniels,Home Office,Virginia,United States,US,South,FUR-FU-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,12,3,0,4.4712,0.43,Medium,2011
US-2011-117163,28-01-2011,3/2/2011,Standard Class,Ed Jacobs,Consumer,California,United States,US,West,FUR-TA-10003469,Furniture,Tables,Balt Split Level Computer Training Table,333,3,0.2,-16.65,23.43,Medium,2011
US-2011-117163,28-01-2011,3/2/2011,Standard Class,Ed Jacobs,Consumer,California,United States,US,West,OFF-ST-10003692,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,57,1,0,14.3075,4,Medium,2011
US-2011-117163,28-01-2011,3/2/2011,Standard Class,Ed Jacobs,Consumer,California,United States,US,West,OFF-AR-10003179,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,36,4,0,12.0252,3.25,Medium,2011
CA-2011-100328,29-01-2011,4/2/2011,Standard Class,Jasper Cacioppo,Consumer,New York,United States,US,East,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",4,1,0.2,1.3257,0.36,Medium,2011
CA-2011-134103,31-01-2011,5/2/2011,Standard Class,Mike Vittorini,Consumer,Michigan,United States,US,Central,OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,230,2,0,6.8982,22.58,High,2011
CA-2011-134103,31-01-2011,5/2/2011,Standard Class,Mike Vittorini,Consumer,Michigan,United States,US,Central,OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,11,2,0,4.752,1.2,High,2011
CA-2011-115161,1/2/2011,3/2/2011,First Class,Liz Carlisle,Consumer,California,United States,US,West,FUR-BO-10003966,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",291,2,0.15,3.4196,54.64,High,2011
CA-2011-140795,2/2/2011,4/2/2011,First Class,Bradley Drucker,Consumer,Wisconsin,United States,US,Central,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,469,6,0,206.316,66.88,High,2011
CA-2011-123400,3/2/2011,10/2/2011,Standard Class,Eric Barreto,Consumer,Florida,United States,US,South,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,181,5,0.2,13.572,4.99,Medium,2011
CA-2011-123400,3/2/2011,10/2/2011,Standard Class,Eric Barreto,Consumer,Florida,United States,US,South,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,18,2,0.7,-12.224,1.66,Medium,2011
CA-2011-139857,3/2/2011,7/2/2011,Standard Class,Cynthia Delaney,Home Office,California,United States,US,West,OFF-FA-10001843,Office Supplies,Fasteners,Staples,12,5,0,5.8045,0.29,Medium,2011
CA-2011-111059,4/2/2011,7/2/2011,Second Class,Tom Boeckenhauer,Consumer,Washington,United States,US,West,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,84,2,0.2,27.248,8.82,High,2011
CA-2011-111059,4/2/2011,7/2/2011,Second Class,Tom Boeckenhauer,Consumer,Washington,United States,US,West,OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,13,3,0.2,4.3134,2.26,High,2011
CA-2011-104808,5/2/2011,9/2/2011,Second Class,Mark Haberlin,Corporate,California,United States,US,West,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",17,2,0.2,6.0368,3.37,High,2011
CA-2011-107181,5/2/2011,9/2/2011,Standard Class,Deborah Brumfield,Home Office,California,United States,US,West,OFF-PA-10000350,Office Supplies,Paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",34,4,0,16.0928,3.16,High,2011
CA-2011-107181,5/2/2011,9/2/2011,Standard Class,Deborah Brumfield,Home Office,California,United States,US,West,OFF-BI-10004230,Office Supplies,Binders,GBC Recycled Grain Textured Covers,83,3,0.2,29.0136,2.55,High,2011
CA-2011-131905,7/2/2011,10/2/2011,First Class,Neil Ducich,Corporate,Virginia,United States,US,South,TEC-PH-10001615,Technology,Phones,AT&T CL82213,145,5,0,42.0355,33.51,Medium,2011
CA-2011-131905,7/2/2011,10/2/2011,First Class,Neil Ducich,Corporate,Virginia,United States,US,South,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,162,1,0,42.0186,25.28,Medium,2011
CA-2011-131905,7/2/2011,10/2/2011,First Class,Neil Ducich,Corporate,Virginia,United States,US,South,OFF-LA-10002787,Office Supplies,Labels,Avery 480,15,4,0,7.2,2.27,Medium,2011
CA-2011-108182,7/2/2011,11/2/2011,Second Class,Delfina Latchford,Consumer,Illinois,United States,US,Central,OFF-BI-10001196,Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black",9,2,0.8,-14.7708,0.51,Medium,2011
US-2011-169390,8/2/2011,11/2/2011,Second Class,Chris Selesnick,Corporate,New York,United States,US,East,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,65,4,0,9.744,19.07,Critical,2011
CA-2011-107755,8/2/2011,13-02-2011,Standard Class,Cyma Kinney,Corporate,New Jersey,United States,US,East,TEC-AC-10000710,Technology,Accessories,Maxell DVD-RAM Discs,115,7,0,49.6048,12.6,Medium,2011
CA-2011-125759,9/2/2011,10/2/2011,First Class,Nathan Mautz,Home Office,Nevada,United States,US,West,FUR-FU-10002111,Furniture,Furnishings,"Master Caster Door Stop, Large Brown",15,2,0,5.5328,1.57,Medium,2011
CA-2011-127614,12/2/2011,16-02-2011,Standard Class,Natalie Fritzler,Consumer,Virginia,United States,US,South,FUR-TA-10003715,Furniture,Tables,Hon 2111 Invitation Series Corner Table,"1,256",6,0,75.3732,212.94,High,2011
CA-2011-127614,12/2/2011,16-02-2011,Standard Class,Natalie Fritzler,Consumer,Virginia,United States,US,South,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,234,3,0,103.158,38.36,High,2011
CA-2011-168368,12/2/2011,16-02-2011,Second Class,Guy Armstrong,Consumer,Missouri,United States,US,Central,FUR-FU-10002298,Furniture,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",333,3,0,53.2704,18.55,Medium,2011
CA-2011-168368,12/2/2011,16-02-2011,Second Class,Guy Armstrong,Consumer,Missouri,United States,US,Central,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",61,1,0,15.2225,10.07,Medium,2011
CA-2011-168368,12/2/2011,16-02-2011,Second Class,Guy Armstrong,Consumer,Missouri,United States,US,Central,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,65,2,0,2.5984,6.78,Medium,2011
CA-2011-168368,12/2/2011,16-02-2011,Second Class,Guy Armstrong,Consumer,Missouri,United States,US,Central,OFF-BI-10004654,Office Supplies,Binders,VariCap6 Expandable Binder,52,3,0,24.393,3.52,Medium,2011
CA-2011-127614,12/2/2011,16-02-2011,Standard Class,Natalie Fritzler,Consumer,Virginia,United States,US,South,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,17,2,0,8.2062,1.47,High,2011
CA-2011-168368,12/2/2011,16-02-2011,Second Class,Guy Armstrong,Consumer,Missouri,United States,US,Central,OFF-LA-10004853,Office Supplies,Labels,Avery 483,15,3,0,6.8724,1.12,Medium,2011
CA-2011-168368,12/2/2011,16-02-2011,Second Class,Guy Armstrong,Consumer,Missouri,United States,US,Central,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,10,2,0,4.4344,0.33,Medium,2011
US-2011-110674,13-02-2011,19-02-2011,Standard Class,Sanjit Chand,Consumer,California,United States,US,West,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",130,2,0.2,-24.294,3.26,Medium,2011
CA-2011-121762,15-02-2011,19-02-2011,Standard Class,Marina Lichtenstein,Corporate,Washington,United States,US,West,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,239,2,0,4.7724,20.08,Medium,2011
CA-2011-121762,15-02-2011,19-02-2011,Standard Class,Marina Lichtenstein,Corporate,Washington,United States,US,West,TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,240,3,0,86.3892,13.45,Medium,2011
CA-2011-121762,15-02-2011,19-02-2011,Standard Class,Marina Lichtenstein,Corporate,Washington,United States,US,West,OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,82,2,0,22.9488,4.71,Medium,2011
CA-2011-107706,15-02-2011,20-02-2011,Second Class,Shui Tom,Consumer,Texas,United States,US,Central,OFF-PA-10000466,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",16,3,0.2,6.066,1.27,High,2011
CA-2011-165568,16-02-2011,20-02-2011,Standard Class,Barry Französisch,Corporate,Washington,United States,US,West,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,21,5,0.2,7.209,2.41,Medium,2011
CA-2011-122567,17-02-2011,22-02-2011,Standard Class,Michael Nguyen,Consumer,Texas,United States,US,Central,OFF-AP-10001303,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",8,2,0.8,-13.93,0.92,High,2011
CA-2011-122567,17-02-2011,22-02-2011,Standard Class,Michael Nguyen,Consumer,Texas,United States,US,Central,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,1,3,0.8,-1.728,0.11,High,2011
CA-2011-154165,18-02-2011,25-02-2011,Standard Class,Delfina Latchford,Consumer,Illinois,United States,US,Central,OFF-AR-10003631,Office Supplies,Art,Staples,54,14,0.2,8.8088,4.11,Low,2011
US-2011-165589,19-02-2011,19-02-2011,Same Day,Troy Blackwell,Consumer,Texas,United States,US,Central,FUR-FU-10002396,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",25,5,0.6,-11.322,1.39,High,2011
CA-2011-152905,19-02-2011,25-02-2011,Standard Class,Aaron Bergman,Consumer,Texas,United States,US,Central,OFF-ST-10000321,Office Supplies,Storage,Akro Stacking Bins,13,2,0.2,-2.5248,0.97,Low,2011
CA-2011-109491,21-02-2011,27-02-2011,Standard Class,Linda Cazamias,Corporate,Indiana,United States,US,Central,TEC-AC-10001284,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,62,3,0,22.4316,3.97,Medium,2011
